"URL","Expected","Actual","Result"
"https://kamiaesthetics.com/faq/","410","410","PASS"
"https://kamiaesthetics.com/about-kami-laser/","410","410","PASS"
"https://kamiaesthetics.com/candidate-quiz/","410","410","PASS"
"https://kamiaesthetics.com/laser_hair_removal/laser-hair-removal-tailored-for-bodybuilders/","410","410","PASS"
"https://kamiaesthetics.com/laser_hair_removal/laser-hair-removal-for-hidradenitis-suppurativa/","410","410","PASS"
"https://kamiaesthetics.com/laser_hair_removal/laser-hair-removal-for-pilonidal-cysts/","410","410","PASS"
"https://kamiaesthetics.com/laser_hair_removal/laser-hair-removal-for-transgender-clients/","410","410","PASS"
"https://kamiaesthetics.com/laser_hair_removal/laser-hair-removal-for-folliculitis/","410","410","PASS"
"https://kamiaesthetics.com/laser_hair_removal/laser-hair-removal-for-brown-skin/","410","410","PASS"
"https://kamiaesthetics.com/laser_hair_removal/laser-hair-removal-for-active-lifestyle/","410","410","PASS"
"https://kamiaesthetics.com/laser_hair_removal/laser-hair-removal-for-amputees/","410","410","PASS"
"https://kamiaesthetics.com/laser_hair_removal/at-home-laser-hair-removal-weighing-the-pros-and-cons/","410","410","PASS"
"https://kamiaesthetics.com/ru/homepage-redesign-ru/","410","410","PASS"
"https://kamiaesthetics.com/ru/faq-ru/","410","410","PASS"
"https://kamiaesthetics.com/ru/about-kami-laser-ru/","410","410","PASS"
"https://kamiaesthetics.com/ru/candidate-quiz-ru/","410","410","PASS"
"https://kamiaesthetics.com/ru/laser_hair_removal/laser-hair-removal-tailored-for-bodybuilders-ru/","410","410","PASS"
"https://kamiaesthetics.com/ru/laser_hair_removal/laser-hair-removal-for-hidradenitis-suppurativa-ru/","410","410","PASS"
"https://kamiaesthetics.com/ru/laser_hair_removal/laser-hair-removal-for-pilonidal-cysts-ru/","410","410","PASS"
"https://kamiaesthetics.com/ru/laser_hair_removal/laser-hair-removal-for-transgender-clients-ru/","410","410","PASS"
"https://kamiaesthetics.com/ru/laser_hair_removal/laser-hair-removal-for-folliculitis-ru/","410","410","PASS"
"https://kamiaesthetics.com/ru/laser_hair_removal/laser-hair-removal-for-brown-skin-ru/","410","410","PASS"
"https://kamiaesthetics.com/ru/laser_hair_removal/laser-hair-removal-for-amputees-ru/","410","410","PASS"
"https://kamiaesthetics.com/ru/laser_hair_removal/laser-hair-removal-for-active-lifestyle-ru/","410","410","PASS"
"https://kamiaesthetics.com/ru/laser_hair_removal/at-home-laser-hair-removal-weighing-the-pros-and-cons-ru/","410","410","PASS"
"https://kamiaesthetics.com/es/homepage-redesign-esp/","410","410","PASS"
"https://kamiaesthetics.com/es/faq-esp/","410","410","PASS"
"https://kamiaesthetics.com/es/about-kami-laser-esp/","410","410","PASS"
"https://kamiaesthetics.com/es/candidate-quiz-esp/","410","410","PASS"
"https://kamiaesthetics.com/es/laser_hair_removal/laser-hair-removal-tailored-for-bodybuilders-esp/","410","410","PASS"
"https://kamiaesthetics.com/es/laser_hair_removal/laser-hair-removal-for-transgender-clients-esp/","410","410","PASS"
"https://kamiaesthetics.com/es/laser_hair_removal/laser-hair-removal-for-hidradenitis-suppurativa-esp/","410","410","PASS"
"https://kamiaesthetics.com/es/laser_hair_removal/laser-hair-removal-for-pilonidal-cysts-esp/","410","410","PASS"
"https://kamiaesthetics.com/es/laser_hair_removal/laser-hair-removal-for-folliculitis-esp/","410","410","PASS"
"https://kamiaesthetics.com/es/laser_hair_removal/laser-hair-removal-for-brown-skin-esp/","410","410","PASS"
"https://kamiaesthetics.com/es/laser_hair_removal/laser-hair-removal-for-amputees-esp/","410","410","PASS"
"https://kamiaesthetics.com/es/laser_hair_removal/laser-hair-removal-for-active-lifestyle-esp/","410","410","PASS"
"https://kamiaesthetics.com/es/laser_hair_removal/at-home-laser-hair-removal-weighing-the-pros-and-cons-esp/","410","410","PASS"
